==================
(251,134)
(251,135)
(251,136)
(251,137)
(251,138)
(251,139)
(251,140)
(251,141)
(251,142)
(251,143)
(251,144)
(252,145)
(253,145)
(254,145)
(255,145)
(256,145)
(257,145)
(258,145)
(259,145)
(260,145)
(261,145)
(262,145)
(263,145)
(264,145)
(265,145)
(266,145)
(267,145)
(268,145)
(269,145)
(270,145)
(271,145)
(272,145)
(273,145)
(274,145)
(275,145)
(276,145)
(277,145)
(278,145)
(279,145)
(280,145)
(281,145)
(282,145)
(283,145)
(284,145)
(285,145)
(286,145)
(287,145)
(288,145)
(289,145)
(290,145)
(291,145)
(292,145)
(293,145)
(294,145)
(295,145)
(296,145)
(297,145)
(298,145)
(299,145)
(300,145)
(301,145)
(302,145)
(303,145)
(304,145)
(305,145)
(306,145)
(307,145)
(308,145)
(309,145)
(310,145)
(311,145)
(312,145)
(313,145)
(314,145)
(315,145)
(316,145)
(317,144)
(317,143)
(317,142)
(317,141)
(317,140)
(317,139)
(317,138)
(317,137)
(317,136)
(317,135)
(317,134)
(317,133)
(317,132)
(317,131)
(317,130)
(317,129)
(317,128)
(317,127)
(317,126)
(317,125)
(317,124)
(317,123)
(317,122)
(317,121)
(317,120)
(317,119)
(317,118)
(317,117)
(317,116)
(317,115)
(317,114)
(317,113)
(317,112)
(317,111)
(317,110)
(317,109)
(317,108)
(317,107)
(317,106)
(317,105)
(317,104)
(317,103)
(317,102)
(317,101)
(317,100)
(317,99)
(317,98)
(317,97)
(317,96)
(317,95)
(317,94)
(317,93)
(317,92)
(317,91)
(317,90)
(317,89)
(317,88)
(317,87)
(317,86)
(317,85)
(317,84)
(317,83)
(317,82)
(317,81)
(317,80)
(317,79)
(317,78)
(316,77)
(315,77)
(314,77)
(313,77)
(312,77)
(311,77)
(310,77)
(309,77)
(308,77)
(307,77)
(306,77)
(305,77)
(304,77)
(303,77)
(302,77)
(301,77)
(300,77)
(299,77)
(298,77)
(297,77)
(296,77)
(295,77)
(294,77)
(293,77)
(292,77)
(291,77)
(290,77)
(289,77)
(288,77)
(287,77)
(286,77)
(285,77)
(284,77)
(283,77)
(282,77)
(281,77)
(280,77)
(279,77)
(278,77)
(277,77)
(276,77)
(275,77)
(274,77)
(273,77)
(272,77)
(271,77)
(270,77)
(269,77)
(268,77)
(267,77)
(266,77)
(265,77)
(264,77)
(263,77)
(262,77)
(261,77)
(260,77)
(259,77)
(258,77)
(257,77)
(256,77)
(255,77)
(254,77)
(253,77)
(252,77)
(251,78)
==================
(116,117)
(116,118)
(116,119)
(116,120)
(116,121)
(116,122)
(116,123)
(116,124)
(116,125)
(116,126)
(116,127)
(116,128)
(116,129)
(116,130)
(116,131)
(116,132)
(116,133)
(116,134)
(116,135)
(116,136)
(116,137)
(116,138)
(116,139)
(116,140)
(116,141)
(116,142)
(116,143)
(117,144)
(118,144)
(119,144)
(120,144)
(121,144)
(122,144)
(123,144)
(124,144)
(125,144)
(126,144)
(127,144)
(128,144)
(129,144)
(130,144)
(131,144)
(132,144)
(133,144)
(134,144)
(135,144)
(136,144)
(137,144)
(138,144)
(139,144)
(140,144)
(141,144)
(142,144)
(143,144)
(144,144)
(145,144)
(146,144)
(147,143)
(147,142)
(147,141)
(147,140)
(147,139)
(147,138)
(147,137)
(147,136)
(147,135)
(147,134)
(147,133)
(147,132)
(147,131)
(147,130)
(147,129)
(147,128)
(147,127)
(147,126)
(147,125)
(147,124)
(147,123)
(147,122)
(147,121)
(147,120)
(147,119)
(147,118)
(147,117)
(147,116)
(146,115)
(145,115)
(144,115)
(143,115)
(142,115)
(141,115)
(140,115)
(139,115)
(138,115)
(137,115)
(136,115)
(135,115)
(134,115)
(133,115)
(132,115)
(131,115)
(130,115)
(129,115)
(128,115)
(127,115)
(126,115)
(125,115)
(124,115)
(123,115)
(122,115)
(121,115)
(120,115)
(119,115)
(118,115)
(117,115)
(116,116)
==================
(31,168)
(30,168)
(29,169)
(28,170)
(27,170)
(26,171)
(25,172)
(24,173)
(23,174)
(23,175)
(22,176)
(22,177)
(21,178)
(21,179)
(21,180)
(21,181)
(21,182)
(21,183)
(21,184)
(21,185)
(21,186)
(21,187)
(22,188)
(22,189)
(22,190)
(23,191)
(23,192)
(24,193)
(25,194)
(26,195)
(27,196)
(28,196)
(29,197)
(30,197)
(31,198)
(32,198)
(33,198)
(34,199)
(35,199)
(36,199)
(37,199)
(38,199)
(39,199)
(40,198)
(41,198)
(42,198)
(43,197)
(44,197)
(45,196)
(46,196)
(47,195)
(48,194)
(49,193)
(50,192)
(50,191)
(51,190)
(51,189)
(52,188)
(52,187)
(52,186)
(52,185)
(52,184)
(52,183)
(52,182)
(52,181)
(52,180)
(52,179)
(52,178)
(51,177)
(51,176)
(50,175)
(50,174)
(49,173)
(48,172)
(47,171)
(46,170)
(45,169)
(44,169)
(43,168)
(42,168)
(41,168)
(40,167)
(39,167)
(38,167)
(37,167)
(36,167)
(35,167)
(34,167)
(33,167)
(32,168)
==================
(311,248)
(310,248)
(309,248)
(308,249)
(307,249)
(306,249)
(305,250)
(304,250)
(303,251)
(302,251)
(301,252)
(300,253)
(299,254)
(298,254)
(297,255)
(296,256)
(295,257)
(294,258)
(293,259)
(292,260)
(291,261)
(291,262)
(290,263)
(289,264)
(289,265)
(288,266)
(288,267)
(287,268)
(287,269)
(286,270)
(286,271)
(286,272)
(285,273)
(285,274)
(285,275)
(285,276)
(285,277)
(284,278)
(284,279)
(284,280)
(284,281)
(284,282)
(284,283)
(284,284)
(284,285)
(284,286)
(284,287)
(285,288)
(285,289)
(285,290)
(285,291)
(285,292)
(286,293)
(286,294)
(286,295)
(287,296)
(287,297)
(288,298)
(288,299)
(289,300)
(289,301)
(290,302)
(291,303)
(292,304)
(292,305)
(293,306)
(294,307)
(295,308)
(296,309)
(297,310)
(298,311)
(299,311)
(300,312)
(301,313)
(302,313)
(303,314)
(304,314)
(305,315)
(306,315)
(307,316)
(308,316)
(309,316)
(310,317)
(311,317)
(312,317)
(313,317)
(314,318)
(315,318)
(316,318)
(317,318)
(318,318)
(319,318)
(320,318)
(321,318)
(322,318)
(323,318)
(324,318)
(325,318)
(326,318)
(327,318)
(328,317)
(329,317)
(330,317)
(331,316)
(332,316)
(333,316)
(334,315)
(335,315)
(336,314)
(337,314)
(338,313)
(339,313)
(340,312)
(341,311)
(342,310)
(343,310)
(344,309)
(345,308)
(346,307)
(347,306)
(347,305)
(348,304)
(349,303)
(350,302)
(350,301)
(351,300)
(352,299)
(352,298)
(353,297)
(353,296)
(353,295)
(354,294)
(354,293)
(354,292)
(355,291)
(355,290)
(355,289)
(355,288)
(355,287)
(356,286)
(356,285)
(356,284)
(356,283)
(356,282)
(356,281)
(356,280)
(356,279)
(355,278)
(355,277)
(355,276)
(355,275)
(355,274)
(354,273)
(354,272)
(354,271)
(353,270)
(353,269)
(353,268)
(352,267)
(352,266)
(351,265)
(351,264)
(350,263)
(349,262)
(349,261)
(348,260)
(347,259)
(346,258)
(345,257)
(344,256)
(343,255)
(342,254)
(341,254)
(340,253)
(339,252)
(338,252)
(337,251)
(336,250)
(335,250)
(334,250)
(333,249)
(332,249)
(331,248)
(330,248)
(329,248)
(328,248)
(327,247)
(326,247)
(325,247)
(324,247)
(323,247)
(322,247)
(321,247)
(320,247)
(319,247)
(318,247)
(317,247)
(316,247)
(315,247)
(314,247)
(313,247)
(312,248)
==================
(161,252)
(161,253)
(161,254)
(161,255)
(161,256)
(161,257)
(161,258)
(161,259)
(161,260)
(161,261)
(161,262)
(161,263)
(161,264)
(161,265)
(161,266)
(161,267)
(161,268)
(161,269)
(161,270)
(161,271)
(161,272)
(161,273)
(161,274)
(161,275)
(161,276)
(161,277)
(161,278)
(161,279)
(161,280)
(161,281)
(161,282)
(161,283)
(161,284)
(161,285)
(161,286)
(161,287)
(161,288)
(161,289)
(161,290)
(161,291)
(161,292)
(161,293)
(161,294)
(161,295)
(161,296)
(161,297)
(161,298)
(161,299)
(161,300)
(161,301)
(161,302)
(161,303)
(161,304)
(161,305)
(161,306)
(161,307)
(161,308)
(161,309)
(161,310)
(161,311)
(162,312)
(163,312)
(164,312)
(165,312)
(166,312)
(167,312)
(168,312)
(169,312)
(170,312)
(171,312)
(172,312)
(173,312)
(174,312)
(175,312)
(176,312)
(177,312)
(178,312)
(179,312)
(180,312)
(181,312)
(182,312)
(183,312)
(184,312)
(185,312)
(186,312)
(187,312)
(188,312)
(189,312)
(190,312)
(191,312)
(192,312)
(193,312)
(194,312)
(195,312)
(196,312)
(197,312)
(198,312)
(199,312)
(200,312)
(201,312)
(202,312)
(203,312)
(204,312)
(205,312)
(206,312)
(207,312)
(208,312)
(209,312)
(210,312)
(211,312)
(212,312)
(213,312)
(214,312)
(215,312)
(216,312)
(217,312)
(218,312)
(219,312)
(220,311)
(220,310)
(220,309)
(220,308)
(220,307)
(220,306)
(220,305)
(220,304)
(220,303)
(220,302)
(220,301)
(220,300)
(220,299)
(220,298)
(220,297)
(220,296)
(220,295)
(220,294)
(220,293)
(220,292)
(220,291)
(220,290)
(220,289)
(220,288)
(220,287)
(220,286)
(220,285)
(220,284)
(220,283)
(220,282)
(220,281)
(220,280)
(220,279)
(220,278)
(220,277)
(220,276)
(220,275)
(220,274)
(220,273)
(220,272)
(220,271)
(220,270)
(220,269)
(220,268)
(220,267)
(220,266)
(220,265)
(220,264)
(220,263)
(220,262)
(220,261)
(220,260)
(220,259)
(220,258)
(220,257)
(220,256)
(220,255)
(220,254)
(220,253)
(220,252)
(220,251)
(219,250)
(218,250)
(217,250)
(216,250)
(215,250)
(214,250)
(213,250)
(212,250)
(211,250)
(210,250)
(209,250)
(208,250)
(207,250)
(206,250)
(205,250)
(204,250)
(203,250)
(202,250)
(201,250)
(200,250)
(199,250)
(198,250)
(197,250)
(196,250)
(195,250)
(194,250)
(193,250)
(192,250)
(191,250)
(190,250)
(189,250)
(188,250)
(187,250)
(186,250)
(185,250)
(184,250)
(183,250)
(182,250)
(181,250)
(180,250)
(179,250)
(178,250)
(177,250)
(176,250)
(175,250)
(174,250)
(173,250)
(172,250)
(171,250)
(170,250)
(169,250)
(168,250)
(167,250)
(166,250)
(165,250)
(164,250)
(163,250)
(162,250)
(161,251)
==================
(78,278)
(77,279)
(76,279)
(75,280)
(74,281)
(73,282)
(72,283)
(71,283)
(70,284)
(69,285)
(68,286)
(67,287)
(66,288)
(65,289)
(65,290)
(64,291)
(63,292)
(62,293)
(61,294)
(61,295)
(60,296)
(59,297)
(58,298)
(57,299)
(56,300)
(56,301)
(55,302)
(55,303)
(54,304)
(54,305)
(54,306)
(54,307)
(54,308)
(54,309)
(54,310)
(54,311)
(53,312)
(53,313)
(53,314)
(53,315)
(53,316)
(53,317)
(53,318)
(53,319)
(53,320)
(53,321)
(53,322)
(53,323)
(53,324)
(53,325)
(53,326)
(53,327)
(53,328)
(54,329)
(54,330)
(55,331)
(56,332)
(57,333)
(57,334)
(58,335)
(59,336)
(60,337)
(61,338)
(62,338)
(63,338)
(64,339)
(65,339)
(66,340)
(67,340)
(68,341)
(69,341)
(70,342)
(71,342)
(72,342)
(73,342)
(74,342)
(75,342)
(76,342)
(77,342)
(78,342)
(79,342)
(80,342)
(81,342)
(82,342)
(83,342)
(84,341)
(85,341)
(86,340)
(87,340)
(88,339)
(89,338)
(90,337)
(91,336)
(91,335)
(92,334)
(92,333)
(93,332)
(93,331)
(93,330)
(93,329)
(93,328)
(94,327)
(94,326)
(94,325)
(94,324)
(94,323)
(94,322)
(94,321)
(94,320)
(95,319)
(95,318)
(95,317)
(95,316)
(95,315)
(95,314)
(95,313)
(95,312)
(95,311)
(95,310)
(94,309)
(94,308)
(94,307)
(93,306)
(92,305)
(92,304)
(91,303)
(91,302)
(91,301)
(90,300)
(90,299)
(90,298)
(89,297)
(89,296)
(88,295)
(87,294)
(87,293)
(87,292)
(87,291)
(87,290)
(87,289)
(87,288)
(87,287)
(88,286)
(88,285)
(88,284)
(88,283)
(88,282)
(88,281)
(88,280)
(87,279)
(87,278)
(86,277)
(85,277)
(84,276)
(83,276)
(82,276)
(81,276)
(80,276)
(79,277)
